Tên	Diện tích	Mức giá	Hướng nhà	Số phòng ngủ	Số toilet	Pháp lý	lat	lon	Địa chỉ	Quận	Thành phố
Bán đất tại đường Quốc lộ 21A(Quốc lộ 21)	676 m²	Thỏa thuận				Sổ đỏ.	20.9404298	105.5578752	Đường Quốc lộ 21A(Quốc lộ 21), Xã Hòa Thạch, Quốc Oai, Hà Nội	Quốc Oai	Hà Nội
Bán đất tại đường 420	61 m²	880 triệu				Sổ đỏ/ Sổ hồng	21.0407028	105.5481172	Đường 420, Xã Bình Yên, Thạch Thất, Hà Nội	Thạch Thất	Hà Nội
Căn hộ chung cư tại Sun Grand City	123 m²	9,6 tỷ		3 phòng	2 phòng		21.0411720275879	105.825096130371	Sun Grand City, 69B, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Căn hộ chung cư tại Trinity Tower	68 m²	3,1 tỷ	Đông - Bắc	2 phòng	2 phòng	Đang chờ sổ	21.00086212158203	105.79305267333984	Dự án Trinity Tower, Đường Hồ Mễ Trì, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại phường Thạch Bàn	51,8 m²	3,89 tỷ	Đông				21.0210843167127	105.91777772435	Phường Thạch Bàn, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại The Legend Tower 109 Nguyễn Tuân	72,5 m²	4,2 tỷ	Tây - Bắc	2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.004613876342773	105.8040771484375	Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Nguyễn Hoàng Tôn	35 m²	3,9 tỷ		3 phòng	4 phòng	Sổ đỏ chính chủ sẵn sàng giao dịch	21.0716719	105.8058296	Đường Nguyễn Hoàng Tôn, Phường Xuân La, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Bán đất tại xã Hòa Lâm	205 m²	7,5 triệu/m²					20.6950793812471	105.812300353318	Xã Hòa Lâm, Ứng Hòa, Hà Nội	Ứng Hòa	Hà Nội
Nhà riêng tại đường Minh Khai	37 m²	3,95 tỷ		4 phòng			20.9978739	105.8668723	Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Nguyễn Lương Bằng	50 m²	4,25 tỷ				Sổ đỏ/ Sổ hồng	21.0154637	105.8281362	Đường Nguyễn Lương Bằng, Phường Quang Trung, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại Hà Nội Aqua Central	140 m²	15 tỷ		4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.044471740722656	105.84562683105469	Dự án Hà Nội Aqua Central, Đường Yên Phụ, Phường Trúc Bạch, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Bán đất tại đường Vân Trì	72 m²	2,05 tỷ					21.139391	105.8137082	Đường Vân Trì, Xã Vân Nội, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Nhà riêng tại đường Dương Khuê	80 m²	Thỏa thuận					21.0353882	105.7730335	Đường Dương Khuê, Phường Mai Dịch, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại HPC Landmark 105	104,5 m²	3,6 tỷ		3 phòng	2 phòng	Sổ đỏ vĩnh viễn	20.97366714477539	105.75871276855469	Dự án HPC Landmark 105, Phường La Khê, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại đường Thành Thái	220 m²	Thỏa thuận				Sổ đỏ chính chủ	21.0296809	105.7914804	Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại IA20 Ciputra	114 m²	Thỏa thuận		6 phòng	5 phòng		21.0919170379639	105.785003662109	Dự án IA20 Ciputra, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Nguyễn Khuyến	54 m²	10 tỷ		5 phòng	5 phòng	Sổ chính chủ	20.9750214	105.7894769	Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Hàm Nghi	55 m²	10,5 tỷ		5 phòng	6 phòng	Đã có sổ đỏ sẵn sàng giao dịch.	21.03501	105.7644644	Đường Hàm Nghi, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại đường Nguyễn Khang	82 m²	18,6 tỷ				Sổ đỏ.	21.0276141	105.7986536	Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại The Sakura - Vinhomes Smart City	87,4 m²	3,46 tỷ	Đông - Nam	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng.	21.0052261352539	105.738914489746	Dự án The Sakura - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Lê Đức Thọ	76 m²	17,7 tỷ		9 phòng	9 phòng	Sổ đỏ/ Sổ hồng.	21.0306511	105.769254	Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Hoàng Ngọc Phách	78 m²	18 tỷ		5 phòng	5 phòng	Sổ đỏ/ Sổ hồng	21.0157884	105.8120464	Phố Hoàng Ngọc Phách, Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà mặt phố tại đường Khuất Duy Tiến	127,7 m²	88 tỷ		7 phòng	7 phòng	Sổ đỏ/ Sổ hồng	20.9937318	105.8012822	Đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Ỷ La	34 m²	2,65 tỷ		4 phòng	4 phòng	Sổ đỏ/ sổ hồng	20.9709582	105.7470688	Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà mặt phố tại đường Trần Khát Chân	50 m²	21,8 tỷ		2 phòng	5 phòng	Sổ đỏ chính chủ nở hậu	21.0088308	105.8632384	Đường Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Thượng Mạo	120 m²	2,3 tỷ	Đông	3 phòng	3 phòng	Sổ đỏ	20.9344684	105.7669265	Đường Thượng Mạo, Phường Phú Lương, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà mặt phố tại phố Bà Triệu	63 m²	Thỏa thuận				Sổ đỏ/ Sổ hồng	21.0176054	105.8493449	Số 132, Phố Bà Triệu, Phường Nguyễn Du, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Geleximco - Lê Trọng Tấn	114 m²	13,5 tỷ	Đông - Nam			Sổ đỏ/ Sổ hồng	20.9792404174805	105.74178314209	Dự án Geleximco Lê Trọng Tấn, Phố Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà mặt phố tại đường Đức Thượng	50 m²	3,1 tỷ		1 phòng	1 phòng	Sổ đỏ/ Sổ hồng	21.077341461957	105.691449068866	Đường Đức Thượng, Xã Đức Thượng, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Bán đất tại đường Đại lộ Thăng Long	47 m²	31,5 triệu/m²				Sổ đỏ/ Sổ hồng	21.0041479	105.6781472	Đường Đại lộ Thăng Long, Xã Vân Côn, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới An Hưng	82,5 m²	Thỏa thuận	Đông - Bắc				20.9731559753418	105.75764465332	Dự án An Hưng, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại phố Trần Quốc Hoàn	50 m²	12,2 tỷ				Sổ đỏ/ Sổ hồng	21.0416805	105.7855295	Phố Trần Quốc Hoàn, Phường Nghĩa Tân, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà mặt phố tại phố Hàng Chuối	555 m²	497,4 tỷ	Đông - Nam	55 phòng	56 phòng	Sổ đỏ/ Sổ hồng	21.0162356	105.8576167	Phố Hàng Chuối, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Ỷ La	35 m²	2,35 tỷ	Đông - Nam	4 phòng	4 phòng	Sổ đỏ/ Sổ hồng	20.9709582	105.7470688	Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới An Hưng	82,5 m²	Thỏa thuận	Đông - Nam			Sổ đỏ	20.9731559753418	105.75764465332	Dự án An Hưng, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Căn hộ chung cư tại Golden Park Tower	102,5 m²	5,1 tỷ		3 phòng	2 phòng		21.026817	105.78767	Golden Park Tower, số 2, Đường Phạm Văn Bạch, Phường Yên Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Home City Trung Kính	89,77 m²	5,8 tỷ		3 phòng	2 phòng		21.016098022460938	105.79248809814453	Dự án Home City - Trung Kính Complex, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Thăng Long Victory	92 m²	2,4 tỷ		3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	20.99947166442871	105.72045135498047	Dự án Thăng Long Victory, Xã An Khánh, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà mặt phố tại phố Khúc Thừa Dụ	70 m²	35 tỷ					21.0329143	105.7918851	Phố Khúc Thừa Dụ, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Lĩnh Nam	42 m²	3,8 tỷ				Sổ đỏ	20.9806448483424	105.875318619543	Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại The Legend Tower 109 Nguyễn Tuân	186,5 m²	67,5 triệu/m²	Đông - Nam	4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.0046138763428	105.804077148438	Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Triều Khúc	35 m²	Thỏa thuận		3 phòng		Sổ đỏ chính chủ.	20.9851308	105.7991032	Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà mặt phố tại đường Rạng Đông	41 m²	3,5 tỷ		4 phòng	4 phòng	Sổ đỏ đất đô thị lâu dài	20.931659	105.710042	Đường Rạng Đông, Phường Biên Giang, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán đất tại đường Tỉnh lộ 296	187,5 m²	Thỏa thuận	Bắc			Sổ hồng	21.2760066300592	105.894428224364	Đường Tỉnh lộ 296, Xã Bắc Phú, Sóc Sơn, Hà Nội	Sóc Sơn	Hà Nội
Nhà riêng tại đường Trần Duy Hưng	120 m²	22 tỷ		23 phòng	23 phòng	Sổ đỏ/ Sổ hồng	21.0107492	105.799529	Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Nam Đô Complex 609 Trương Định	92,8 m²	3,55 tỷ	Đông - Bắc	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng.	20.979711532592773	105.84483337402344	Nam Đô Complex, 609, Đường Trương Định, Phường Giáp Bát, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Goldmark City	139 m²	4 tỷ	Đông - Nam	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.044233322143555	105.76731872558594	Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Bát Khối	50 m²	5,3 tỷ				Sổ đỏ/ Sổ hồng	21.0249365	105.8849321	Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội	Long Biên	Hà Nội
Bán đất tại đường Cửu Việt	140 m²	110 triệu/m²	Tây - Nam			Sổ đỏ/ Sổ hồng	21.0086329	105.9369413	Đường Cửu Việt, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Căn hộ chung cư tại Chung cư An Lạc - Mỹ Đình	86 m²	3,25 tỷ		3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.033037185668945	105.76166534423828	Dự án An Lạc Mỹ Đình, Đường Lưu Hữu Phước, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Thăng Long Number One	160 m²	6,5 tỷ	Đông - Nam	4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.0026988983154	105.792427062988	Dự án Thăng Long Number One, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Xuân Phương	90 m²	11,8 tỷ		5 phòng	3 phòng	Hợp đồng mua bán	21.025880813598633	105.74070739746094	Dự án Khu đô thị Xuân Phương, Đường Trịnh Văn Bô, Phường Xuân Phương, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Đất nền dự án tại Khu đô thị Thanh Hà Mường Thanh	100 m²	54 triệu/m²	Đông - Bắc			Sổ đỏ/ Sổ hồng	20.9397029876709	105.7872543334961	Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán đất tại đường Thụy Phương	37 m²	2,35 tỷ					21.0919168	105.7850022	Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Nam An Khánh	406 m²	Thỏa thuận				Sổ đỏ/ Sổ hồng	21.002010345459	105.707504272461	Dự án Nam An Khánh, Đường Láng Hòa Lạc, Xã An Khánh, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà mặt phố tại Khu đô thị mới Văn Phú	130 m²	46 tỷ		10 phòng	10 phòng	Sổ đỏ	20.958282470703125	105.76719665527344	Dự án KĐT Văn Phú, Đường Văn Khê, Phường Phú La, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại phố Thái Hà	110 m²	15,5 tỷ		7 phòng	7 phòng	Sổ đỏ/ Sổ hồng	21.012597	105.8201087	Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại Vinhomes Gardenia	76 m²	4,2 tỷ		2 phòng			21.03656768798828	105.76048278808594	Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Nguyễn Khang	48 m²	5,6 tỷ		9 phòng	9 phòng	Sổ đỏ chính chủ	21.0276141	105.7986536	Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Green Bay Mễ Trì	125 m²	52 tỷ	Đông - Nam	5 phòng	4 phòng	Sổ đỏ/ Sổ hồng.	20.998958587646484	105.78803253173828	Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Hoàng Văn Thái	42 m²	5,88 tỷ		4 phòng	5 phòng	Sổ đỏ đầy đủ sẵn sàng giao dịch	20.9969854	105.8245436	Đường Hoàng Văn Thái, Phường Khương Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Phan Đình Giót	47 m²	5,85 tỷ					20.9671105	105.7647705	Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Nguyễn Văn Cừ	50 m²	6,5 tỷ		4 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.0438304	105.8723803	Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội	Long Biên	Hà Nội
Bán đất tại đường Phú Xá	60 m²	10 tỷ				Sổ đỏ	21.0902782	105.8112982	Đường Phú Xá, Phường Phú Thượng, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà riêng tại đường Đông Ngạc	35 m²	3,2 tỷ		3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.0923719	105.7814536	đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Văn Khê	228 m²	50 tỷ		5 phòng	6 phòng	Sổ đỏ	20.972412109375	105.76152801513672	Dự án Văn Khê, Đường Văn Khê, Phường La Khê, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Mỹ Đình I	200 m²	32 tỷ				Sổ đỏ/ Sổ hồng	21.034912109375	105.764404296875	Dự án Mỹ Đình I, Đường Lưu Hữu Phước, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Lý Sơn	60 m²	6,5 tỷ	Bắc			Sổ đỏ/ Sổ hồng.	21.0618758	105.8824397	Ngõ 103, Đường Lý Sơn, Phường Ngọc Thụy, Long Biên, Hà Nội	Long Biên	Hà Nội
Bán đất tại đường Thanh Lãm	142 m²	6,22 tỷ	Đông - Nam			Sổ đỏ/ Sổ hồng	20.9456245	105.7512223	Đường Thanh Lãm, Phường Phú Lãm, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Căn hộ chung cư tại Đồng Phát Park View Tower	81 m²	Thỏa thuận		2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	20.980098724365234	105.8742446899414	Dự án Đồng Phát Park View Tower, Đường Tân Mai, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán đất tại xã Yên Bài	960 m²	6,19 tỷ	Nam			Sổ đỏ/ Sổ hồng	21.0517700016119	105.444607016868	Xã Yên Bài, Ba Vì, Hà Nội	Ba Vì	Hà Nội
Nhà riêng tại đường Mễ Trì Hạ	55 m²	7,8 tỷ				Sổ đỏ/ Sổ hồng	21.0136915	105.7815476	Đường Mễ Trì Hạ, Phường Mễ Trì, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại đường Long Biên	92 m²	10 tỷ					21.0448412	105.8686635	Đường Long Biên, Phường Ngọc Lâm, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Sky City Towers-88 Láng Hạ	145 m²	Thỏa thuận	Đông - Bắc	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.0124912261963	105.811317443848	Dự án Sky City Towers-88 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Phạm Văn Đồng	84 m²	13 tỷ		8 phòng		Sổ đỏ/ Sổ hồng.	21.053854	105.7818873	Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Láng	40 m²	4,7 tỷ	Đông - Nam	4 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.0216524	105.8009999	Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Tân Mai	35 m²	3,7 tỷ		3 phòng	3 phòng		20.9837408	105.8500372	Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Eurowindow River Park	67,6 m²	1,65 tỷ	Tây - Bắc	2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.0823497772217	105.871757507324	Dự án Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Nhà riêng tại phố Hào Nam	60 m²	17 tỷ		5 phòng	6 phòng	Sổ đỏ/ Sổ hồng	21.0255158	105.8275913	Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Đông Ngạc	86 m²	6,8 tỷ				Sổ đỏ/ Sổ hồng	21.0923719	105.7814536	Đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà mặt phố tại phố Chân Cầm	550 m²	258 tỷ					21.030383	105.848293	Phố Chân Cầm, Phường Hàng Trống, Hoàn Kiếm, Hà Nội.	Hoàn Kiếm	Hà Nội
Căn hộ chung cư tại Eurowindow Multi Complex	159 m²	8,1 tỷ	Đông - Nam	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.0110893249512	105.799903869629	Dự án Eurowindow Multi Complex, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Trương Định	42 m²	5,75 tỷ		4 phòng	3 phòng	Sổ đỏ/ Sổ hồng.	20.980552	105.844657	Đường Trương Định, Phường Thịnh Liệt, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Green Park CT15 Việt Hưng	120 m²	4,89 tỷ	Tây - Nam	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.0646114349365	105.911117553711	Dự án Green Park CT15 Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Lĩnh Nam	45 m²	5,05 tỷ		4 phòng	5 phòng	Sổ đỏ/ Sổ hồng	20.9835701	105.8755165	Ngõ 313, Đường Lĩnh Nam, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Roman Plaza	100 m²	3,5 tỷ	Tây - Bắc	3 phòng			20.98434066772461	105.77680969238281	Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Nguyễn Chí Thanh	45 m²	5,4 tỷ		4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.0203116	105.8083282	Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán đất tại xã Bình Yên	60 m²	Thỏa thuận	Đông - Nam			Sổ đỏ/ Sổ hồng			Xã Bình Yên, Thạch Thất, Hà Nội	Thạch Thất	Hà Nội
Nhà riêng tại phố Láng Hạ	31 m²	4,55 tỷ	Đông - Bắc	3 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.0153717	105.8128851	Ngõ 105, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại Sunshine City	97 m²	Thỏa thuận		3 phòng		Sổ đỏ/ Sổ hồng	21.0914440155029	105.784721374512	Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Trương Định	29 m²	4,8 tỷ		2 phòng	3 phòng	Sổ đỏ/ Sổ hồng	20.9876115	105.8469401	Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán đất tại xã Chương Dương	51,2 m²	800 triệu	Tây			Chính chủ	20.8476150000956	105.902013941406	Xã Chương Dương, Thường Tín, Hà Nội	Thường Tín	Hà Nội
